length (normalized)	length	max-depth	avg-depth	sent
0.8286	29	6.0000	3.1034	love letters is the first japanese studio album by korean boy group the boss , released on january 18 , 2012 on the japanese label sony music entertainment .
0.3429	12	3.0000	1.6667	the titular and holy suffragan diocese of ( apollonopolis parva ) .
0.4571	16	3.0000	1.5625	el lenguaje místico de permanencia en los puertos de javier sicilia ( doctoral thesis ) .
0.4286	15	4.0000	1.7333	american_academy_of_arts_and_letters american academy of arts and letters , he responded that he was a .
0.9429	33	10.0000	3.9091	he estimated the flow in the seine river and compared it with rainfall in the watershed , showing that the rainfall was easily enough to account for the flow in the river .
0.7429	26	7.0000	3.5385	november 1990 in hilton head island , south carolina ) was a colonel in the united states army , who fought in world war ii .
0.3143	11	4.0000	1.6364	march , until 1624 , the year before his death .
0.4571	16	5.0000	2.2500	the common serjeant is appointed by the crown on the recommendation of the lord chancellor .
0.2000	7	3.0000	1.2857	bsalsth has focus for link baireni .
0.2857	10	3.0000	1.5000	it is in brick , with a slate roof .
0.6571	23	6.0000	3.1304	iran found itself reorganizing the pasdaran and basij units into more conventional forces as a response to several failures in the past .
0.9714	34	8.0000	4.0000	pascon agan arluth ( 'the passion of our lord ' ) , a poem of 259 eight-line verses probably composed around 1375 , is one of the earliest surviving works of cornish literature .
0.9429	33	7.0000	3.0909	most of the editors here seem to have accepted at least some version of the above proposals , so i do n't think there 's any sense in beating a dead horse .
0.5714	20	4.0000	2.1500	that 's the best interpretation i can come up with , but i find the whole aside very unclear .
0.8286	29	5.0000	2.2759	the explorer george grey , while on his second disastrous expedition along the western australian coast , passed over the future site of geraldton on 7 april 1839 .
0.4857	17	5.0000	2.2353	thickness and the use of the band determine what class a horse can be shown in .
0.4571	16	4.0000	2.3125	the plot is the famous mahabharata story of pandavas and kauravas during their childhood days .
0.7714	27	10.0000	5.2593	the church is easily accessible from the main land from the portuguese village of ghoghla in the east or from veraval or somnath in the west .
0.3714	13	7.0000	3.0769	okecie airport equipped with four tonnes of specialised equipment for earthquake-torn haiti .
0.5714	20	4.0000	1.8000	bradey had just completed his 12th season in the minor leagues when houston called him up during september 1964 .
0.6857	24	10.0000	5.5000	alabama is also second to the tigers with seven sec tournament championships , including the 1983 one that decided the overall sec title .
0.5143	18	6.0000	3.0556	european settlers killed or removed most of the indigenous population by the end of the 19th century .
0.8000	28	7.0000	2.8929	quebec and will tell you that outside montreal , there are many , many quebecers who do not speak english beyond a few words learned in school .
0.9429	33	9.0000	4.1515	in the `` birthmarks '' episode of season 5 of the television series house md , a patient who is an alcoholic suffers from delirium tremens while being treated in the hospital .
0.8857	31	6.0000	2.8710	morse realises michaels killed daley and then had cathy dress up as him and drive to the woods to hide the body , in order to give himself an alibi .
0.6571	23	6.0000	2.7826	the song is strongly influenced by country music and was co-written with country music star carrie underwood 's frequent collaborator luke laird .
0.8571	30	8.0000	2.8333	the rapid atomic mechanisms mediate the macroscopic changes that are of interest for thermodynamics and statistical thermodynamics , because they quickly bring the system near enough to thermodynamic equilibrium .
0.4571	16	4.0000	2.0625	might be several people all working for the same firm but clarification would be good .
0.5429	19	6.0000	2.4211	although users only care about the total delay of a network , engineers need to perform precise measurements .
0.2857	10	4.0000	1.7000	biographical sketches illustrative of british history [ by j .
0.6857	24	7.0000	3.2083	previous categories hosted by the festival include , short films , spotlights , documentary showcase , american independents , and masters of cinema .
0.6000	21	4.0000	2.2857	german author hyde flippo wrote that many germans deem `` have a nice day '' to be affected and shallow .
0.3714	13	4.0000	1.9231	highland superstore , a defunct american consumer electronics and home appliance chain .
0.3429	12	6.0000	3.0000	below a full report on all use of the link kabbalah .
0.3429	12	5.0000	2.2500	this technique of auditing employment records originated during the george w .
0.9429	33	13.0000	5.7879	not too go on too far of a tangent i have thought for a while that there should be a project that kept an eye on things like the ones mentioned above .
0.2286	8	3.0000	1.3750	i would like to hear the reasons .
0.9143	32	6.0000	2.8438	whale rock lighthouse , and its keeper , walter eberle , were swept into the waters of narragansett bay during the hurricane of 1938 ; eberle 's body was never recovered .
0.8286	29	9.0000	4.7241	taylor said she drew upon a certain picture of the actress wearing a man 's shirt and a pencil skirt and she made the outfit for the film .
0.4286	15	3.0000	1.4000	new york ; however , the highway had been state-maintained since the early 1910s .
0.6857	24	5.0000	2.0417	a major concern - no doubt this is a good article and deserves to be an fa , what to say of sa .
0.2286	8	3.0000	1.2500	foster juan sepulveda cristobal aguilar samuel s .
0.8857	31	7.0000	3.1613	however , sri lanka were far from complacent as a ruthless batting display lead them to the highest one day international team score ever scoring 5-398 in their 50 overs .
0.2286	8	4.0000	1.8750	north carolina in the ncaa championship game .
0.8857	31	7.0000	3.0000	nogoev was in turn removed from his position in october 2007 through a decree of president kurmanbek bakiyev and replaced by businessman and former first deputy prime minister daniar usenov .
0.2286	8	5.0000	2.1250	president , association of barangay captains hon .
0.3143	11	5.0000	2.0000	it is implied that she is in love with ashtaroth .
0.3429	12	4.0000	1.8333	the leaf stalk is grooved , 5 to 10 mm long .
0.5143	18	3.0000	1.1667	thaminimulla acako 31 11 23 9 9 34 38 20 22 20 35 1 7 260 0 .
0.5429	19	6.0000	2.5789	its main and long-time anchor tenant is challenger superstore , a major homegrown it store established in 1984 .
0.4571	16	5.0000	2.7500	he carries a large canvas satchel containing his explosives and other weapons at all times .
0.4857	17	6.0000	2.8824	rome gave philip an ultimatum that he must submit macedonia to being essentially a roman province .
0.2571	9	3.0000	1.3333	grand manan is specifically located at coordinates 44 .
0.3714	13	5.0000	2.3077	africa , to eastern asia , and to the heart of europe .
0.6000	21	5.0000	2.6190	it would depend , in my view , on the attitude and cluefulness of the editor ( s ) involved .
0.9429	33	7.0000	3.4242	the court also ratified previous penalties imposed on a group of police captains by an internal police review board , ruling that the captains should be excluded from service in the future .
0.4000	14	3.0000	1.9286	the lamanites attack king noah and his people and they begin to run .
0.9143	32	7.0000	2.8125	also , the late 1990s and early 2000s have seen substantial increases in the load-bearing strength of concrete , making it a possibility to build entirely in this less flexible material .
0.4286	15	6.0000	2.6667	he died after contracting malta fever , caused by drinking unsterilised goat 's milk .
0.8286	29	6.0000	2.2069	having given up the prospects of becoming an attorney , messemer graduated from bellevue hospital medical college in 1875 ( now new york university school of medicine ) .
0.4286	15	5.0000	2.3333	the most commonly used classification scheme is the one originally developed by wladimir köppen .
0.4000	14	6.0000	2.4286	ahmed , a television repairman , makes a delivery to andré 's place .
0.4000	14	5.0000	2.4286	cmt 's top twenty countdown for the week of october 6 , 2005 .
0.5143	18	5.0000	2.4444	mcivor left politics after the fall of the executive in 1974 and sat as a resident magistrate .
0.3143	11	4.0000	2.1818	i believe the movie you are recalling is the pagemaster .
0.4571	16	3.0000	1.7500	he is represented in the uk by rokeby gallery and in italy by blindarte contemporanea .
0.2286	8	4.0000	2.0000	v-twin engine based on the ducati 996 .
0.2286	8	2.0000	1.1250	red ( 24 march 2008 ) no .
0.5143	18	3.0000	1.7778	keep - this does appear to be a specific indigenous people and their daic language is endangered .
0.2286	8	2.0000	1.1250	expand african americans in davenport , iowa .
0.2571	9	3.0000	1.5556	carroll , john agar , and mara corday .
0.6286	22	7.0000	3.2273	in contrast to budva 's large number of private housing units , bečići town mostly consists of medium and large hotels .
0.6286	22	4.0000	2.5455	the depot is located in the historic 1887 rock island depot , old abilene town , south of the dwight d .
0.4857	17	3.0000	1.8824	schwarzman building ( nypl main branch ) , margaret liebman berger forum ( room 227 ) .
0.6286	22	5.0000	2.4091	learning of the digimon hunt , kiriha was skeptical of its true purpose and resolved to investigate it around the world .
0.6857	24	5.0000	2.1250	hence when rti ( return from interrupt ) is executed , the interrupted program will continue at the address immediately following the signature .
0.4286	15	3.0000	1.5333	incidentally , reading the comments , from the youtube page is depressing as hell .
0.8857	31	5.0000	2.7742	just a few months after returning from germany , mateianu was given the role of head coach at his former club , progresul bucureşti , now playing in liga ii .
